Ano,Produto,Categoria,Evento,Coluna,Inicio,Fim
2026,Técnico,Políticas Preditivas e de Retenção,Redesplug,92,27/04/2026,04/07/2026
2026,Técnico,Políticas Preditivas e de Retenção,Recomeço,93,08/06/2026,17/08/2026
2026,Técnico,Políticas Preditivas e de Retenção,Desplug,93,06/07/2026,19/09/2026
2026,Técnico,Políticas Preditivas e de Retenção,Redesplug,93,06/07/2026,19/09/2026
2026,Técnico,Políticas Preditivas e de Retenção,Recomeço,94,31/08/2026,26/10/2026
2026,Técnico,Políticas Preditivas e de Retenção,Desplug,94,21/09/2026,28/11/2026
2026,Técnico,Políticas Preditivas e de Retenção,Redesplug,94,21/09/2026,28/11/2026
2026,Profissionalizantes,Políticas Preditivas e de Retenção,Recomeço,71,01/12/2025,23/03/2026
2026,Profissionalizantes,Políticas Preditivas e de Retenção,Desplug,71,19/01/2026,25/04/2026
2026,Profissionalizantes,Políticas Preditivas e de Retenção,Redesplug,71,19/01/2026,25/04/2026
2026,Profissionalizantes,Políticas Preditivas e de Retenção,Recomeço,72,30/03/2026,01/06/2026
2026,Profissionalizantes,Políticas Preditivas e de Retenção,Desplug,72,27/04/2026,04/07/2026
2026,Profissionalizantes,Políticas Preditivas e de Retenção,Redesplug,72,27/04/2026,04/07/2026
2026,Profissionalizantes,Políticas Preditivas e de Retenção,Recomeço,73,08/06/2026,17/08/2026
2026,Profissionalizantes,Políticas Preditivas e de Retenção,Desplug,73,06/07/2026,19/09/2026
2026,Profissionalizantes,Políticas Preditivas e de Retenção,Redesplug,73,06/07/2026,19/09/2026
2026,Profissionalizantes,Políticas Preditivas e de Retenção,Recomeço,74,31/08/2026,26/10/2026
2026,Profissionalizantes,Políticas Preditivas e de Retenção,Desplug,74,21/09/2026,28/11/2026
2026,Profissionalizantes,Políticas Preditivas e de Retenção,Redesplug,74,21/09/2026,28/11/2026
